Vault_Payer_ID,State,Payer_Name,Drug_Name,Drug_Class,Formulary_Status,Tier,Quantity_Limit,Step_Within_Class,Site_of_Care,PBM_Partner,Year,Confidence,Source,Notes
AK-COM-PREMERA,AK,Premera BCBS Alaska,Ajovy,CGRP mAbs (SC),,,,,,Premera PBM,2026,Gap-Manual-Review,Database_B:AK-COM-PREMERA,No audit data or PBM match; PBM=Premera PBM; requires manual verification
AK-COM-PREMERA,AK,Premera BCBS Alaska,Emgality,CGRP mAbs (SC),,,,,,Premera PBM,2026,Gap-Manual-Review,Database_B:AK-COM-PREMERA,No audit data or PBM match; PBM=Premera PBM; requires manual verification
AK-COM-PREMERA,AK,Premera BCBS Alaska,Nurtec ODT,Gepants (Acute),,Tier 3,18/30 days,,,Premera PBM,2026,Audit-Derived,Database_B:AK-COM-PREMERA,
AK-COM-PREMERA,AK,Premera,Qulipta,Gepants (Preventive),,,30/30 days,,,Premera PBM,2026,Gap-Manual-Review,Database_B:AK-COM-PREMERA,No audit data or PBM match; PBM=Premera PBM; requires manual verification
AK-COM-PREMERA,AK,Premera BCBS Alaska,Ubrelvy,Gepants (Acute),,Tier 3,18/30 days,,,Premera PBM,2026,Audit-Derived,Database_B:AK-COM-PREMERA,
AK-COM-PREMERA,AK,Premera BCBS AK,Emgality (Cluster),CGRP mAbs (Cluster),Restricted,,,,,,2026,Audit-Derived,Database_B:AK-COM-PREMERA-CLUSTER, | Remapped from AK-COM-PREMERA-CLUSTER (cluster variant)
AK-COM-UHC,AK,UnitedHealthcare,Aimovig,CGRP mAbs (SC),Preferred,,,,,OptumRx,2026,Audit-Derived,Database_B:AK-COM-UHC,
AK-COM-UHC,AK,UnitedHealthcare,Ajovy,CGRP mAbs (SC),Non-Preferred,Tier 4,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx,Inferred from OptumRx national formulary; verify via payer portal
AK-COM-UHC,AK,UnitedHealthcare,Emgality,CGRP mAbs (SC),Preferred,,,,,OptumRx,2026,Audit-Derived,Database_B:AK-COM-UHC,
AK-COM-UHC,AK,UnitedHealthcare Alaska,Nurtec ODT,Gepants (Acute),Non-Preferred,Tier 4,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx,Inferred from OptumRx national formulary; verify via payer portal
AK-COM-UHC,AK,UnitedHealthcare Alaska,Ubrelvy,Gepants (Acute),Preferred,Tier 3,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx,Inferred from OptumRx national formulary; verify via payer portal
AK-MA-AETNACARE,AK,Aetna Medicare,Aimovig,CGRP mAbs (SC),Non-Preferred,Tier 4,,,,CVS Caremark,2026,PBM-Inferred,PBM Default: CVS Caremark (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-AETNACARE,AK,Aetna Medicare,Ajovy,CGRP mAbs (SC),Preferred,Tier 3,,,,CVS Caremark,2026,PBM-Inferred,PBM Default: CVS Caremark (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-AETNACARE,AK,Aetna Medicare,Botox,Neurotoxins,Preferred,Specialty,15/30 days,,IV Infusion (any setting),CVS Caremark,2026,Audit-Derived,Audit Doc: AK (upgraded from PBM-Inferred),Phase 2 enrichment from AK audit doc
AK-MA-AETNACARE,AK,Aetna Medicare,Emgality,CGRP mAbs (SC),Preferred,Tier 3,,,,CVS Caremark,2026,PBM-Inferred,PBM Default: CVS Caremark (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-AETNACARE,AK,Aetna Medicare,Nurtec ODT,Gepants (Acute),Non-Preferred,Tier 4,,,,CVS Caremark,2026,PBM-Inferred,PBM Default: CVS Caremark (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-AETNACARE,AK,Aetna Medicare,Qulipta,Gepants (Preventive),Non-Preferred,Tier 4,,,,CVS Caremark,2026,PBM-Inferred,PBM Default: CVS Caremark (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-AETNACARE,AK,Aetna Medicare,Ubrelvy,Gepants (Acute),Preferred,Tier 3,,,,CVS Caremark,2026,PBM-Inferred,PBM Default: CVS Caremark (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-AETNACARE,AK,Aetna Medicare,Vyepti,CGRP mAbs (IV),Non-Preferred,Specialty,,,IV Infusion (any setting),CVS Caremark,2026,Audit-Derived,Audit Doc: AK (upgraded from PBM-Inferred),Phase 2 enrichment from AK audit doc
AK-MA-HUMANA,AK,Humana,Aimovig,CGRP mAbs (SC),Preferred,Tier 3,,,,Humana Pharmacy Solutions,2026,PBM-Inferred,PBM Default: Humana Pharmacy Solutions (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-HUMANA,AK,Humana,Ajovy,CGRP mAbs (SC),Non-Preferred,Tier 4,,,,Humana Pharmacy Solutions,2026,PBM-Inferred,PBM Default: Humana Pharmacy Solutions (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-HUMANA,AK,Humana,Botox,Neurotoxins,Preferred,Specialty,15/30 days,,IV Infusion (any setting),Humana Pharmacy Solutions,2026,Audit-Derived,Audit Doc: AK (upgraded from PBM-Inferred),Phase 2 enrichment from AK audit doc
AK-MA-HUMANA,AK,Humana,Emgality,CGRP mAbs (SC),Preferred,Tier 3,,,,Humana Pharmacy Solutions,2026,PBM-Inferred,PBM Default: Humana Pharmacy Solutions (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-HUMANA,AK,Humana,Nurtec ODT,Gepants (Acute),Preferred,Tier 3,,,,Humana Pharmacy Solutions,2026,PBM-Inferred,PBM Default: Humana Pharmacy Solutions (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-HUMANA,AK,Humana,Qulipta,Gepants (Preventive),Non-Preferred,Tier 4,,,,Humana Pharmacy Solutions,2026,PBM-Inferred,PBM Default: Humana Pharmacy Solutions (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-HUMANA,AK,Humana,Ubrelvy,Gepants (Acute),Preferred,Tier 3,,,,Humana Pharmacy Solutions,2026,PBM-Inferred,PBM Default: Humana Pharmacy Solutions (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-HUMANA,AK,Humana,Vyepti,CGRP mAbs (IV),Non-Preferred,Specialty,,,IV Infusion (any setting),Humana Pharmacy Solutions,2026,Audit-Derived,Audit Doc: AK (upgraded from PBM-Inferred),Phase 2 enrichment from AK audit doc
AK-MA-PREMERA,AK,Premera Blue Cross,Aimovig,CGRP mAbs (SC),Non-Preferred,Tier 4,,,,Prime Therapeutics,2026,PBM-Inferred,PBM Default: Prime Therapeutics (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-PREMERA,AK,Premera Blue Cross,Ajovy,CGRP mAbs (SC),Preferred,Tier 3,,,,Prime Therapeutics,2026,PBM-Inferred,PBM Default: Prime Therapeutics (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-PREMERA,AK,Premera Blue Cross,Botox,Neurotoxins,Preferred,Specialty,15/30 days,,IV Infusion (any setting),Prime Therapeutics,2026,Audit-Derived,Audit Doc: AK (upgraded from PBM-Inferred),Phase 2 enrichment from AK audit doc
AK-MA-PREMERA,AK,Premera Blue Cross,Emgality,CGRP mAbs (SC),Preferred,Tier 3,,,,Prime Therapeutics,2026,PBM-Inferred,PBM Default: Prime Therapeutics (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-PREMERA,AK,Premera Blue Cross,Nurtec ODT,Gepants (Acute),Preferred,Tier 3,,,,Prime Therapeutics,2026,PBM-Inferred,PBM Default: Prime Therapeutics (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-PREMERA,AK,Premera Blue Cross,Qulipta,Gepants (Preventive),Non-Preferred,Tier 4,,,,Prime Therapeutics,2026,PBM-Inferred,PBM Default: Prime Therapeutics (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-PREMERA,AK,Premera Blue Cross,Ubrelvy,Gepants (Acute),Non-Preferred,Tier 4,,,,Prime Therapeutics,2026,PBM-Inferred,PBM Default: Prime Therapeutics (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-PREMERA,AK,Premera Blue Cross,Vyepti,CGRP mAbs (IV),Non-Preferred,Specialty,,,IV Infusion (any setting),Prime Therapeutics,2026,Audit-Derived,Audit Doc: AK (upgraded from PBM-Inferred),Phase 2 enrichment from AK audit doc
AK-MA-UHC,AK,UnitedHealthcare,Aimovig,CGRP mAbs (SC),Preferred,Tier 3,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-UHC,AK,UnitedHealthcare,Ajovy,CGRP mAbs (SC),Non-Preferred,Tier 4,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-UHC,AK,UnitedHealthcare,Botox,Neurotoxins,Preferred,Specialty,15/30 days,,IV Infusion (any setting),OptumRx,2026,Audit-Derived,Audit Doc: AK (upgraded from PBM-Inferred),Phase 2 enrichment from AK audit doc
AK-MA-UHC,AK,UnitedHealthcare,Emgality,CGRP mAbs (SC),Preferred,Tier 3,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-UHC,AK,UnitedHealthcare,Nurtec ODT,Gepants (Acute),Non-Preferred,Tier 4,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-UHC,AK,UnitedHealthcare,Qulipta,Gepants (Preventive),Non-Preferred,Tier 4,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-UHC,AK,UnitedHealthcare,Ubrelvy,Gepants (Acute),Preferred,Tier 3,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AK-MA-UHC,AK,UnitedHealthcare,Vyepti,CGRP mAbs (IV),Non-Preferred,Specialty,,,IV Infusion (any setting),OptumRx,2026,Audit-Derived,Audit Doc: AK (upgraded from PBM-Inferred),Phase 2 enrichment from AK audit doc
AK-MAC-NORIDIAN,AK,Noridian Healthcare Solutions,Botox,Neurotoxins,,,15/30 days,,IV Infusion (any setting),N/A - Medical Benefit,2026,Audit-Derived,Audit Doc: AK,Phase 2 enrichment filled gap
AK-MCD-DENALI,AK,Alaska Medicaid (DenaliCare),Aimovig,CGRP mAbs (SC),,,,,,AK Medicaid PBM,2026,Gap-Manual-Review,Database_B:AK-MCD-DENALI,No audit data or PBM match; PBM=AK Medicaid PBM; requires manual verification
AK-MCD-DENALI,AK,Alaska Medicaid (DenaliCare),Ajovy,CGRP mAbs (SC),,,,,,AK Medicaid PBM,2026,Gap-Manual-Review,Database_B:AK-MCD-DENALI,No audit data or PBM match; PBM=AK Medicaid PBM; requires manual verification
AK-MCD-DENALI,AK,Alaska Medicaid (DenaliCare),Botox,Neurotoxins,,,15/30 days,,IV Infusion (any setting),AK Medicaid PBM,2026,Audit-Derived,Audit Doc: AK,Phase 2 enrichment filled gap
AK-MCD-DENALI,AK,Alaska Medicaid (DenaliCare),Emgality,CGRP mAbs (SC),,,,,,AK Medicaid PBM,2026,Gap-Manual-Review,Database_B:AK-MCD-DENALI,No audit data or PBM match; PBM=AK Medicaid PBM; requires manual verification
AK-MCD-DENALI,AK,Alaska Medicaid (DenaliCare),Nurtec ODT,Gepants (Acute),,,,,,AK Medicaid PBM,2026,Gap-Manual-Review,Database_B:AK-MCD-DENALI,No audit data or PBM match; PBM=AK Medicaid PBM; requires manual verification
AK-MCD-DENALI,AK,Alaska Medicaid (DenaliCare),Ubrelvy,Gepants (Acute),,,,,,AK Medicaid PBM,2026,Gap-Manual-Review,Database_B:AK-MCD-DENALI,No audit data or PBM match; PBM=AK Medicaid PBM; requires manual verification
AK-PARTB-NORIDIAN,AK,Noridian Healthcare Solutions (AK),Botox,Neurotoxins,,,15/30 days,,IV Infusion (any setting),,2026,Audit-Derived,Audit Doc: AK,Phase 2 enrichment filled gap
AL-COM-BCBSAL,AL,Blue Cross Blue Shield Alabama,Aimovig,CGRP mAbs (SC),Preferred,Tier 3,,,,Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-BCBSAL,AL,Blue Cross Blue Shield Alabama,Ajovy,CGRP mAbs (SC),Preferred,Tier 3,,Fail Aimovig first,,Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-BCBSAL,AL,Blue Cross Blue Shield Alabama,Emgality,CGRP mAbs (SC),Preferred,Tier 3,,Step within class: Emgality/Ajovy,,Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-BCBSAL,AL,Blue Cross Blue Shield Alabama,Nurtec ODT,Gepants (Acute),Preferred,Tier 3,16/30 days,,,Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-BCBSAL,AL,BCBS Alabama,Qulipta,Gepants (Preventive),,Tier 2,30/30 days,,,Prime Therapeutics,2026,Audit-Derived,Database_B:AL-COM-BCBSAL,
AL-COM-BCBSAL,AL,Blue Cross Blue Shield Alabama,Ubrelvy,Gepants (Acute),Preferred,Tier 4,,,,Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-UHC,AL,UnitedHealthcare,Aimovig,CGRP mAbs (SC),Non-Preferred,Tier 3,,,,OptumRx,2026,Audit-Derived,Database_B:AL-COM-UHC; +Phase2:AL,
AL-COM-UHC,AL,UnitedHealthcare,Ajovy,CGRP mAbs (SC),Non-Preferred,,,Fail Aimovig first,,OptumRx,2026,Audit-Derived,Database_B:AL-COM-UHC; +Phase2:AL,
AL-COM-UHC,AL,UnitedHealthcare,Botox,Neurotoxins,Preferred,Specialty,,,IV Infusion (any setting),OptumRx,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-UHC,AL,UnitedHealthcare,Emgality,CGRP mAbs (SC),Non-Preferred,Tier 3,,Step within class: Emgality/Ajovy,,OptumRx,2026,Audit-Derived,Database_B:AL-COM-UHC; +Phase2:AL,
AL-COM-UHC,AL,UnitedHealthcare,Nurtec ODT,Gepants (Acute),Preferred,Tier 4,16/30 days,,,OptumRx,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-UHC,AL,UnitedHealthcare,Ubrelvy,Gepants (Acute),Preferred,Tier 3,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx,Inferred from OptumRx national formulary; verify via payer portal
AL-COM-VIVA,AL,Viva Health Alabama,Aimovig,CGRP mAbs (SC),Preferred,Tier 3,,,,Express Scripts,2026,PBM-Inferred,PBM Default: Express Scripts (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AL-COM-VIVA,AL,Viva Health Alabama,Ajovy,CGRP mAbs (SC),Preferred,Tier 4,,Fail Aimovig first,,Express Scripts,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-VIVA,AL,Viva Health Alabama,Botox,Neurotoxins,Preferred,Specialty,,,IV Infusion (any setting),Express Scripts,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-VIVA,AL,Viva Health Alabama,Emgality,CGRP mAbs (SC),Preferred,Tier 3,,Step within class: Emgality/Ajovy,,Express Scripts,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-VIVA,AL,Viva Health Alabama,Nurtec ODT,Gepants (Acute),Preferred,Tier 3,16/30 days,,,Express Scripts,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-VIVA,AL,Viva Health Alabama,Qulipta,Gepants (Preventive),Non-Preferred,Tier 4,,,,Express Scripts,2026,PBM-Inferred,PBM Default: Express Scripts (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AL-COM-VIVA,AL,Viva Health Alabama,Ubrelvy,Gepants (Acute),Preferred,Tier 4,,,,Express Scripts,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-COM-VIVA,AL,Viva Health Alabama,Vyepti,CGRP mAbs (IV),Preferred,Specialty,,,IV Infusion (any setting),Express Scripts,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-AETNACARE,AL,Aetna Medicare,Aimovig,CGRP mAbs (SC),Preferred,Tier 3,,,,CVS Caremark,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-AETNACARE,AL,Aetna Medicare,Ajovy,CGRP mAbs (SC),Preferred,Tier 3,,Fail Aimovig first,,CVS Caremark,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-AETNACARE,AL,Aetna Medicare,Botox,Neurotoxins,Preferred,Specialty,,,IV Infusion (any setting),CVS Caremark,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-AETNACARE,AL,Aetna Medicare,Emgality,CGRP mAbs (SC),Preferred,Tier 3,,Step within class: Emgality/Ajovy,,CVS Caremark,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-AETNACARE,AL,Aetna Medicare,Nurtec ODT,Gepants (Acute),Preferred,Tier 4,16/30 days,,,CVS Caremark,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-AETNACARE,AL,Aetna Medicare,Qulipta,Gepants (Preventive),Non-Preferred,Tier 4,,,,CVS Caremark,2026,PBM-Inferred,PBM Default: CVS Caremark (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AL-MA-AETNACARE,AL,Aetna Medicare,Ubrelvy,Gepants (Acute),Preferred,Tier 3,,,,CVS Caremark,2026,PBM-Inferred,PBM Default: CVS Caremark (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AL-MA-AETNACARE,AL,Aetna Medicare,Vyepti,CGRP mAbs (IV),Preferred,Specialty,,,IV Infusion (any setting),CVS Caremark,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-ALBCBS,AL,Blue Cross Blue Shield of Alabama,Aimovig,CGRP mAbs (SC),Preferred,Tier 3,,,,Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-ALBCBS,AL,Blue Cross Blue Shield of Alabama,Ajovy,CGRP mAbs (SC),Preferred,Tier 3,,Fail Aimovig first,,Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-ALBCBS,AL,Blue Cross Blue Shield of Alabama,Botox,Neurotoxins,Preferred,Specialty,,,IV Infusion (any setting),Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-ALBCBS,AL,Blue Cross Blue Shield of Alabama,Emgality,CGRP mAbs (SC),Preferred,Tier 3,,Step within class: Emgality/Ajovy,,Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-ALBCBS,AL,Blue Cross Blue Shield of Alabama,Nurtec ODT,Gepants (Acute),Preferred,Tier 3,16/30 days,,,Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-ALBCBS,AL,Blue Cross Blue Shield of Alabama,Qulipta,Gepants (Preventive),Non-Preferred,Tier 4,,,,Prime Therapeutics,2026,PBM-Inferred,PBM Default: Prime Therapeutics (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AL-MA-ALBCBS,AL,Blue Cross Blue Shield of Alabama,Ubrelvy,Gepants (Acute),Preferred,Tier 4,,,,Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-ALBCBS,AL,Blue Cross Blue Shield of Alabama,Vyepti,CGRP mAbs (IV),Preferred,Specialty,,,IV Infusion (any setting),Prime Therapeutics,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-HUMANA,AL,Humana,Aimovig,CGRP mAbs (SC),Preferred,Tier 3,,,,Humana Pharmacy Solutions,2026,PBM-Inferred,PBM Default: Humana Pharmacy Solutions (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AL-MA-HUMANA,AL,Humana,Ajovy,CGRP mAbs (SC),Preferred,Tier 4,,Fail Aimovig first,,Humana Pharmacy Solutions,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-HUMANA,AL,Humana,Botox,Neurotoxins,Preferred,Specialty,,,IV Infusion (any setting),Humana Pharmacy Solutions,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-HUMANA,AL,Humana,Emgality,CGRP mAbs (SC),Preferred,Tier 3,,Step within class: Emgality/Ajovy,,Humana Pharmacy Solutions,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-HUMANA,AL,Humana,Nurtec ODT,Gepants (Acute),Preferred,Tier 3,16/30 days,,,Humana Pharmacy Solutions,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-HUMANA,AL,Humana,Qulipta,Gepants (Preventive),Non-Preferred,Tier 4,,,,Humana Pharmacy Solutions,2026,PBM-Inferred,PBM Default: Humana Pharmacy Solutions (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AL-MA-HUMANA,AL,Humana,Ubrelvy,Gepants (Acute),Preferred,Tier 3,,,,Humana Pharmacy Solutions,2026,PBM-Inferred,PBM Default: Humana Pharmacy Solutions (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
AL-MA-HUMANA,AL,Humana,Vyepti,CGRP mAbs (IV),Preferred,Specialty,,,IV Infusion (any setting),Humana Pharmacy Solutions,2026,Audit-Derived,Audit Doc: AL (upgraded from PBM-Inferred),Phase 2 enrichment from AL audit doc
AL-MA-UHC,AL,UnitedHealthcare,Aimovig,CGRP mAbs (SC),Preferred,Tier 3,,,,OptumRx,2026,PBM-Inferred,PBM Default: OptumRx (no Database B policy),Payer in Registry but no policy record; PBM-inferred only
